,StopLocationID,StopNameShort,StopNameLong,StopType,SuburbName,PostCode,RegionName,LocalGovernmentArea,StatDivision,GPSLat,GPSLong
25192,20384,David Street,David St/James St (Dandenong North),Kerbside,Dandenong North,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.976566999999996,145.209903
25195,20664,Bethany Ct,Bethany Ct/Plenty Rd (South Morang),Kerbside,South Morang,3752.0,Whittlesea,Whittlesea,Greater Metro,-37.647045,145.092697
25197,21326,Dandenong Station,Dandenong Station/Foster St (Dandenong),Bus Bay,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.989601,145.209905
25201,16503,Taylors Lane,Taylors Lane/Eildon Pde (Rowville),Kerbside,Rowville,3178.0,Melbourne,Knox,Greater Metro,-37.91818,145.24634
25203,16505,Stud Rd,Stud Rd/Wellington Rd (Rowville),Bus Bay,Rowville,3178.0,Melbourne,Knox,Greater Metro,-37.927913000000004,145.23093500000002
25205,16507,Jaydee Ct,Jaydee Ct/Wellington Rd (Rowville),Kerbside,Rowville,3178.0,Melbourne,Knox,Greater Metro,-37.926473,145.219542
25212,16603,Hull Road,Hull Rd/Sabato St (Croydon),Kerbside,Croydon,3136.0,Melbourne,Maroondah,Greater Metro,-37.792341,145.30283799999998
25223,16686,Clearview Drive,Clearview Dr/Harold St (Wantirna),Kerbside,Wantirna,3152.0,Melbourne,Knox,Greater Metro,-37.855918,145.226475
25234,16698,Linsley Way,Linsley Way/Harold St (Wantirna),Kerbside,Wantirna,3152.0,Melbourne,Knox,Greater Metro,-37.853141,145.22233500000002
25236,16700,Wantirna Road,Wantirna Rd/Mountain Hwy (Wantirna),Bus Bay,Wantirna,3152.0,Melbourne,Knox,Greater Metro,-37.84916,145.22647
25238,13,Eltham Village SC,Eltham Village Shopping Centre/Main Rd (Eltham),Bus Bay,Eltham,3095.0,Melbourne,Nillumbik,Greater Metro,-37.714802,145.14831999999998
25239,22,Mt Pleasant Rd,Mt Pleasant Rd/Main Rd (Eltham),Bus Bay,Eltham,3095.0,Melbourne,Nillumbik,Greater Metro,-37.726932,145.146898
25241,47,Eltham Lower Park,Eltham Lower Park/Main Rd (Eltham),Bus Bay,Eltham,3095.0,Melbourne,Nillumbik,Greater Metro,-37.732757,145.139956
25243,604,Bolton St,Bolton St/Main Rd (Eltham),Bus Bay,Eltham,3095.0,Melbourne,Nillumbik,Greater Metro,-37.732003999999996,145.134242
25248,881,Nillumbik Shire Depot,Nillumbik Shire Depot/297 Yan Yean Rd (Plenty),Bus Bay,Plenty,3090.0,Melbourne,Nillumbik,Greater Metro,-37.656103,145.12464
25256,1749,Parry Rd,Parry Rd/Ryans Rd (Eltham North),Bus Bay,Eltham North,3095.0,Melbourne,Nillumbik,Greater Metro,-37.688725,145.14276
25262,1755,Nungeroo Court,Nungeroo Ct/Progress Rd (Eltham North),Kerbside,Eltham North,3095.0,Melbourne,Nillumbik,Greater Metro,-37.7015,145.12954
25266,2088,Plenty Store,Plenty Store/Yan Yean Rd (Plenty),Kerbside,Plenty,3090.0,Melbourne,Nillumbik,Greater Metro,-37.669242,145.123596
25268,2090,McLaughlans Lane,McLaughlans Lane/Diamond Creek Rd (Plenty),Bus Bay,Plenty,3090.0,Melbourne,Nillumbik,Greater Metro,-37.680248999999996,145.122737
25269,4802,Falkiner St,Falkiner St/Main Rd (Eltham),Bus Bay,Eltham,3095.0,Melbourne,Nillumbik,Greater Metro,-37.731704,145.14106999999998
25270,4803,Mt Pleasant Rd,Mt Pleasant Rd/Main Rd (Eltham),Bus Bay,Eltham,3095.0,Melbourne,Nillumbik,Greater Metro,-37.727068,145.146729
25272,4820,Bolton St,Bolton St/Main Rd (Eltham),Kerbside,Eltham,3095.0,Melbourne,Nillumbik,Greater Metro,-37.731733,145.134123
25278,8665,Harrow St,Harrow St/Station St (Box Hill),Kerbside,Box Hill,3128.0,Melbourne,Whitehorse,Greater Metro,-37.821402,145.123118
25279,8666,James St,James St/Station St (Box Hill),Kerbside,Box Hill,3128.0,Melbourne,Whitehorse,Greater Metro,-37.823303,145.122764
25280,8667,Combarton St,Combarton St/Station St (Box Hill),Kerbside,Box Hill,3128.0,Melbourne,Whitehorse,Greater Metro,-37.825272999999996,145.122402
25281,8668,Landale St,Landale St/Station St (Box Hill),Kerbside,Box Hill,3128.0,Melbourne,Whitehorse,Greater Metro,-37.828139,145.121859
25282,8669,Kingswood College,Kingswood College/Station St (Box Hill South),Kerbside,Box Hill South,3128.0,Melbourne,Whitehorse,Greater Metro,-37.831765000000004,145.121195
25283,8670,Devon St,Devon St/Station St (Box Hill South),Kerbside,Box Hill South,3128.0,Melbourne,Whitehorse,Greater Metro,-37.833896,145.120827
25284,8671,Foch St,Foch St/Station St (Box Hill South),Kerbside,Box Hill South,3128.0,Melbourne,Whitehorse,Greater Metro,-37.836681,145.12031399999998
25285,8672,Riversdale Road,Riversdale Rd/Station St (Box Hill South),Bus Bay,Box Hill South,3128.0,Melbourne,Whitehorse,Greater Metro,-37.838896000000005,145.120353
25286,8673,Boardman Close,Boardman Cl/Station St (Box Hill South),Kerbside,Box Hill South,3128.0,Melbourne,Whitehorse,Greater Metro,-37.842416,145.121318
25287,8674,Rothsay Avenue,Rothsay Ave/Station St (Burwood),Kerbside,Burwood,3125.0,Melbourne,Whitehorse,Greater Metro,-37.843783,145.12107
25288,8675,Inverness Avenue,Inverness Ave/Station St (Burwood),Kerbside,Burwood,3125.0,Melbourne,Whitehorse,Greater Metro,-37.845513000000004,145.12076299999998
25290,8677,Burwood Highway,Burwood Hwy/Station St (Burwood),Kerbside,Burwood,3125.0,Melbourne,Whitehorse,Greater Metro,-37.850266,145.119943
25291,8678,Finch Street,Finch St/Burwood Hwy (Burwood),Kerbside,Burwood,3125.0,Melbourne,Whitehorse,Greater Metro,-37.851199,145.12386899999998
25292,8679,Pheasant Street,Pheasant St/Burwood Hwy (Burwood),Kerbside,Burwood,3125.0,Melbourne,Whitehorse,Greater Metro,-37.851399,145.12559299999998
25294,8681,Middleborough Road,Middleborough Rd/Burwood Hwy (Burwood East),Bus Bay,Burwood East,3151.0,Melbourne,Whitehorse,Greater Metro,-37.852095,145.131595
25295,8682,Crow Street,Crow St/Burwood Hwy (Burwood East),Kerbside,Burwood East,3151.0,Melbourne,Whitehorse,Greater Metro,-37.852016,145.136776
25296,8683,Old Burwood Road,Old Burwood Rd/Burwood Hwy (Burwood East),Kerbside,Burwood East,3151.0,Melbourne,Whitehorse,Greater Metro,-37.851421,145.139255
25299,8686,Highview Grove,Highview Gr/Burwood Hwy (Burwood East),Kerbside,Burwood East,3151.0,Melbourne,Whitehorse,Greater Metro,-37.852,145.145801
25300,8687,Blackburn Road,Blackburn Rd/Burwood Hwy (Burwood East),Bus Bay,Burwood East,3151.0,Melbourne,Whitehorse,Greater Metro,-37.852519,145.149732
25301,8688,Tainton Road,Tainton Rd/Burwood Hwy (Burwood East),Kerbside,Burwood East,3151.0,Melbourne,Whitehorse,Greater Metro,-37.853265,145.155629
25303,8690,Mahoneys Road,Mahoneys Rd/Burwood Hwy (Burwood East),Kerbside,Burwood East,3151.0,Melbourne,Whitehorse,Greater Metro,-37.854265999999996,145.162388
25304,8693,Fortescue Grove,Fortescue Gr/Burwood Hwy (Vermont South),Kerbside,Vermont South,3133.0,Melbourne,Whitehorse,Greater Metro,-37.855692,145.175075
25305,8694,Vermont South Tram Terminus,Vermont South Tram Terminus/Burwood Hwy (Vermont South),Bus Bay,Vermont South,3133.0,Melbourne,Whitehorse,Greater Metro,-37.856546,145.182749
25306,8695,Colonial Drive,Colonial Dr/Burwood Hwy (Vermont South),Kerbside,Vermont South,3133.0,Melbourne,Whitehorse,Greater Metro,-37.857507,145.18829499999998
25308,8698,Morack Road,Morack Rd/Burwood Hwy (Vermont South),Kerbside,Vermont South,3133.0,Melbourne,Whitehorse,Greater Metro,-37.858662,145.19634299999998
25310,9195,Station Street,Station St/Eley Rd (Box Hill South),Bus Bay,Box Hill South,3128.0,Melbourne,Whitehorse,Greater Metro,-37.844507,145.121497
25311,9196,Christina Street,Christina St/Eley Rd (Burwood),Kerbside,Burwood,3125.0,Melbourne,Whitehorse,Greater Metro,-37.845026000000004,145.126087
25313,9198,Middleborough Road,Middleborough Rd/Eley Rd (Blackburn South),Bus Bay,Blackburn South,3130.0,Melbourne,Whitehorse,Greater Metro,-37.845791,145.132715
25315,9200,Richmond Street,Richmond St/Fulton Rd (Blackburn South),Kerbside,Blackburn South,3130.0,Melbourne,Whitehorse,Greater Metro,-37.841926,145.13744499999999
25316,9201,Jenner Street,Jenner St/Fulton Rd (Blackburn South),Kerbside,Blackburn South,3130.0,Melbourne,Whitehorse,Greater Metro,-37.8424,145.141393
25318,10019,Northumberland Road,Northumberland Rd/Pascoe St (Pascoe Vale),Kerbside,Pascoe Vale,3044.0,Melbourne,Moreland,Greater Metro,-37.71629,144.93403999999998
25319,10020,West Street,Westbreen Primary School/Pascoe St (Pascoe Vale),Kerbside,Pascoe Vale,3044.0,Melbourne,Moreland,Greater Metro,-37.71655,144.936383
25320,10021,Joffre Road,Joffre Rd/Boundary Rd (Pascoe Vale),Kerbside,Pascoe Vale,3044.0,Melbourne,Moreland,Greater Metro,-37.716916999999995,144.94009
25325,10027,Olive Grove,Olive Gr/Cumberland Rd (Pascoe Vale),Kerbside,Pascoe Vale,3044.0,Melbourne,Moreland,Greater Metro,-37.729225,144.938771
25326,10028,Gaffney Street,Gaffney St/Cumberland Rd (Pascoe Vale),Kerbside,Pascoe Vale,3044.0,Melbourne,Moreland,Greater Metro,-37.732165,144.938168
25330,10032,Balmoral Ave,Balmoral Ave/Bell St (Pascoe Vale South),Kerbside,Pascoe Vale South,3044.0,Melbourne,Moreland,Greater Metro,-37.738792,144.941947
25331,10033,Royal Pde,Royal Pde/Bell St (Pascoe Vale South),Kerbside,Pascoe Vale South,3044.0,Melbourne,Moreland,Greater Metro,-37.739403,144.947051
25332,10034,Davis St,Davis St/Bell St (Coburg),Kerbside,Coburg,3058.0,Melbourne,Moreland,Greater Metro,-37.739796999999996,144.950776
25336,10519,Ryan St,Ryan St/Blyth St (Brunswick East),Kerbside,Brunswick East,3057.0,Melbourne,Moreland,Greater Metro,-37.767463,144.981294
25338,10521,Stewart St,Stewart St/Nicholson St (Brunswick East),Kerbside,Brunswick East,3057.0,Melbourne,Moreland,Greater Metro,-37.764956,144.98060700000002
25346,10529,Anstey Station,Anstey Railway Station/217 Albion St (Brunswick),Kerbside,Brunswick,3056.0,Melbourne,Moreland,Greater Metro,-37.76057,144.961166
25348,10531,Patterson St,Patterson St/Albion St (Brunswick),Kerbside,Brunswick,3056.0,Melbourne,Moreland,Greater Metro,-37.759739,144.954092
25352,10536,Melville Rd,Melville Rd/Albion St (Brunswick West),Kerbside,Brunswick West,3055.0,Melbourne,Moreland,Greater Metro,-37.758608,144.944558
25354,10538,Gronn Pl,Gronn Pl/Albion St (Brunswick West),Kerbside,Brunswick West,3055.0,Melbourne,Moreland,Greater Metro,-37.757973,144.939086
25355,10539,Yarrabin St,Yarrabin St/Albion St (Brunswick West),Kerbside,Brunswick West,3055.0,Melbourne,Moreland,Greater Metro,-37.757655,144.936583
25356,10540,Hopetoun St,Hopetoun St/Albion St (Brunswick West),Kerbside,Brunswick West,3055.0,Melbourne,Moreland,Greater Metro,-37.757421,144.93469199999998
25357,10721,Stewart St,Stewart St/Nicholson St (Brunswick East),Bus Bay,Brunswick East,3057.0,Melbourne,Moreland,Greater Metro,-37.76559,144.980403
25358,13426,Joy Street,Joy St/Coburns Rd (Melton South),Kerbside,Melton South,3338.0,Melton,Melton,Greater Metro,-37.696293,144.56570200000002
25359,13427,Campaspe Crescent,Campaspe Cres/Coburns Rd (Melton South),Kerbside,Melton South,3338.0,Melton,Melton,Greater Metro,-37.698122999999995,144.56545400000002
25363,13686,McKenzie Street,McKenzie St/Smith St (Melton),Kerbside,Melton,3337.0,Melton,Melton,Greater Metro,-37.68483,144.58594
25365,13689,Weatherly Street,Weatherly St/Barries Rd (Melton),Kerbside,Melton,3337.0,Melton,Melton,Greater Metro,-37.68931,144.58186
25366,13694,Barries Road,Barries Rd/Station Rd (Melton),Kerbside,Melton,3337.0,Melton,Melton,Greater Metro,-37.689679999999996,144.57766
25377,20278,Carinya Boulevard,Carinya Bvd/Westwood Dr (Burnside),Kerbside,Burnside,3023.0,Melbourne,Melton,Greater Metro,-37.75156,144.75104
25378,20280,Earlington Boulevard,Earlington Bvd/Westwood Dr (Burnside),Kerbside,Burnside,3023.0,Melbourne,Melton,Greater Metro,-37.749439,144.749311
25379,20282,Rockbank Middle Road,Rockbank Middle Rd/Westwood Dr (Burnside),Kerbside,Burnside,3023.0,Melbourne,Melton,Greater Metro,-37.747402,144.748944
25380,20284,Caroline Springs Bvd,Caroline Springs Bvd/Rockbank Middle Rd (Caroline Springs),Kerbside,Caroline Springs,3023.0,Melbourne,Melton,Greater Metro,-37.743463,144.737778
25381,21131,Melton Station,Melton Railway Station/Staughton St (Melton South),Bus Bay,Melton South,3338.0,Melton,Melton,Greater Metro,-37.703616,144.573197
25382,21132,Melton Railway Station,Melton Railway Station/Staughton St (Melton South),Bus Bay,Melton South,3338.0,Melton,Melton,Greater Metro,-37.70368,144.57359399999999
25384,21183,Melton Station,Melton Railway Station/Staughton St (Melton South),Bus Bay,Melton South,3338.0,Melton,Melton,Greater Metro,-37.70358,144.57275800000002
25385,21184,Melton Station,Melton Railway Station/Staughton St (Melton South),Bus Bay,Melton South,3338.0,Melton,Melton,Greater Metro,-37.70363,144.57279
25386,21185,Melton Station,Melton Railway Station/Staughton St (Melton South),Bus Bay,Melton South,3338.0,Melton,Melton,Greater Metro,-37.703746,144.572938
25387,21189,Woodgrove Shopping Centre,Woodgrove Shopping Centre/High St (Melton),Bus Bay,Melton,3337.0,Melton,Melton,Greater Metro,-37.685221999999996,144.564547
25388,21190,Woodgrove Shopping Centre,Woodgrove Shopping Centre/High St (Melton),Bus Bay,Melton,3337.0,Melton,Melton,Greater Metro,-37.685351000000004,144.56426299999998
25389,21191,Melton Bus Interchange,Melton Bus Interchange/Palmerston St (Melton),Bus Bay,Melton,3337.0,Melton,Melton,Greater Metro,-37.68213,144.582896
25390,21192,Melton Bus Interchange,Melton Bus Interchange/Palmerston St (Melton),Bus Bay,Melton,3337.0,Melton,Melton,Greater Metro,-37.682465,144.582932
25391,21194,Melton Bus Interchange,Melton Bus Interchange/Palmerston St (Melton),Bus Bay,Melton,3337.0,Melton,Melton,Greater Metro,-37.682252000000005,144.583129
25392,21195,Melton Bus Interchange,Melton Bus Interchange/Palmerston St (Melton),Bus Bay,Melton,3337.0,Melton,Melton,Greater Metro,-37.682383,144.583122
25395,21341,Chisholm Drive,Opp 38 Chisholm Dr (Burnside),Kerbside,Burnside,3023.0,Melbourne,Melton,Greater Metro,-37.754093,144.744725
25397,21343,Flintoff Avenue,Flintoff Ave/Kelly Ave (Burnside),Kerbside,Burnside,3023.0,Melbourne,Melton,Greater Metro,-37.753508000000004,144.74943000000002
25400,22276,Victoria Road,Victoria Rd/The Gateway (Lilydale),Bus Bay,Lilydale,3140.0,Melbourne,Yarra Ranges,Greater Metro,-37.742764,145.338315
25404,22280,North Road,North Rd/Mangans Rd (Lilydale),Kerbside,Lilydale,3140.0,Melbourne,Yarra Ranges,Greater Metro,-37.756917,145.372301
25405,22305,Treadwell Road - Stop 52,52-Treadwell Rd/Keilor Rd (Niddrie),Kerbside,Niddrie,3042.0,Melbourne,Moonee Valley,Greater Metro,-37.737155,144.892303
25407,22435,Clinton Lane,Clinton Lane/Regency Rise (Chirnside Park),Kerbside,Chirnside Park,3116.0,Melbourne,Yarra Ranges,Greater Metro,-37.75718,145.295975
25412,22482,Hardham Street,Hardham St/Belgrave - Hallam Rd (Belgrave),Kerbside,Belgrave,3160.0,Melbourne,Yarra Ranges,Greater Metro,-37.919893,145.353533
25416,22579,Chaumont Drive,Chaumont Dr/Milleara Rd (Avondale Heights),Kerbside,Avondale Heights,3034.0,Melbourne,Moonee Valley,Greater Metro,-37.755342,144.86042
25417,22892,Peters Road,Peters Rd/Warburton Hwy (Seville East),Kerbside,Seville East,3139.0,Yarra Ranges,Yarra Ranges,Greater Metro,-37.775622999999996,145.493452
25559,50019,Sanctuary Lakes South Boulevard,Sanctuary Lakes South Bvd/Sanctuary Lakes Bvd (Point Cook),Kerbside,Point Cook,3030.0,Melbourne,Wyndham,Greater Metro,-37.89679,144.75659
25563,50023,Central Park,Central Park/The Strand (Point Cook),Kerbside,Point Cook,3030.0,Melbourne,Wyndham,Greater Metro,-37.87972,144.73676
25569,50029,Rowland Drive,Rowland Dr/Dunnings Rd (Point Cook),Kerbside,Point Cook,3030.0,Melbourne,Wyndham,Greater Metro,-37.884111,144.72655
25570,50030,Waterhaven Boulevard,Waterhaven Bvd/Dunnings Rd (Point Cook),Kerbside,Point Cook,3030.0,Melbourne,Wyndham,Greater Metro,-37.88392,144.723674
25572,50032,St Laurent Boulevard,St Laurent Bvd/Hacketts Rd (Point Cook),Kerbside,Point Cook,3030.0,Melbourne,Wyndham,Greater Metro,-37.885688,144.718606
25573,50033,Breasley Parkway,Breasley Pkwy/Hacketts Rd (Point Cook),Kerbside,Point Cook,3030.0,Melbourne,Wyndham,Greater Metro,-37.889893,144.717895
25575,50035,Sayers Road,Sayers Rd/Crossway Ave (Tarneit),Kerbside,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.84656,144.679
25576,50036,Sayers Road,Sayers Rd/Crossway Ave (Tarneit),Kerbside,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.846795,144.67920700000002
25578,50038,Sneydes Rd,Sneydes Rd/Hacketts Rd (Point Cook),Kerbside,Point Cook,3030.0,Melbourne,Wyndham,Greater Metro,-37.895229,144.717072
25583,50043,Waterhaven Boulevard,Waterhaven Bvd/Dunnings Rd (Point Cook),Kerbside,Point Cook,3030.0,Melbourne,Wyndham,Greater Metro,-37.883590999999996,144.723758
25584,50044,Rowland Drive,Rowland Dr/Dunnings Rd (Point Cook),Kerbside,Point Cook,3030.0,Melbourne,Wyndham,Greater Metro,-37.883908,144.72776299999998
25587,50047,Werribee Street North,Werribee St North/Cottrell St (Werribee),Kerbside,Werribee,3030.0,Melbourne,Wyndham,Greater Metro,-37.902515,144.65274
25588,50048,Werribee Street North,Werribee St North/Cottrell St (Werribee),Kerbside,Werribee,3030.0,Melbourne,Wyndham,Greater Metro,-37.902248,144.652664
25592,50052,Ballan Road,Ballan Rd/McGrath Rd (Werribee),Kerbside,Werribee,3030.0,Melbourne,Wyndham,Greater Metro,-37.892828,144.629385
25596,50056,Forsyth Road,Forsyth Rd/Ashcroft Ave (Williams Landing),Kerbside,Williams Landing,3027.0,Melbourne,Wyndham,Greater Metro,-37.866883,144.735557
25598,13040,Howleys Road,Howleys Rd/Ferntree Gully Rd (Notting Hill),Bus Bay,Notting Hill,3168.0,Melbourne,Monash,Greater Metro,-37.900866,145.1389
25600,13042,Ferntree Gully Road,282 Ferntree Gully Rd (Notting Hill),Kerbside,Notting Hill,3168.0,Melbourne,Monash,Greater Metro,-37.900220000000004,145.13288
25601,13043,Gardiner Road,Gardiner Rd/Ferntree Gully Rd (Notting Hill),Bus Bay,Notting Hill,3168.0,Melbourne,Monash,Greater Metro,-37.899739000000004,145.128664
25602,13044,Clayton Road,Clayton Rd/Ferntree Gully Rd (Clayton),Bus Bay,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.899184000000005,145.123951
25603,13045,Patrick Street,Patrick St/Ferntree Gully Rd (Oakleigh East),Kerbside,Oakleigh East,3166.0,Melbourne,Monash,Greater Metro,-37.898818,145.121584
25605,13047,Macrina Street,Macrina St/Ferntree Gully Rd (Oakleigh East),Bus Bay,Oakleigh East,3166.0,Melbourne,Monash,Greater Metro,-37.898019,145.114383
25606,13048,Dublin Street,Dublin St/Ferntree Gully Rd (Oakleigh East),Bus Bay,Oakleigh East,3166.0,Melbourne,Monash,Greater Metro,-37.897471,145.11015
25607,13049,Huntingdale Road,Huntingdale Rd/Ferntree Gully Rd (Oakleigh East),Kerbside,Oakleigh East,3166.0,Melbourne,Monash,Greater Metro,-37.897144,145.10688000000002
25608,13050,Holy Redeemer Catholic PS,Holy Redeemer Catholic PS/Ferntree Gully Rd (Oakleigh East),Kerbside,Oakleigh East,3166.0,Melbourne,Monash,Greater Metro,-37.897014,145.10561
25609,13051,Cheel Street,Cheel St/Ferntree Gully Rd (Oakleigh East),Kerbside,Oakleigh East,3166.0,Melbourne,Monash,Greater Metro,-37.89665,145.102686
25612,13054,Logie Street,Logie St/Atkinson St (Oakleigh),Kerbside,Oakleigh,3166.0,Melbourne,Monash,Greater Metro,-37.895108,145.09319299999999
25620,13311,Allambi Street,Allambi St/Power Ave (Ashwood),Kerbside,Ashwood,3147.0,Melbourne,Monash,Greater Metro,-37.873112,145.09882199999998
25627,13636,Kangaroo Road,Kangaroo Rd/Earlstown Rd (Hughesdale),Kerbside,Hughesdale,3166.0,Melbourne,Monash,Greater Metro,-37.90044,145.08502
25629,13674,Foxley St,Foxley St/Springvale Rd (Glen Waverley),Bus Bay,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.865469,145.168685
25631,13677,Monash Dr,Monash Dr/Springvale Rd (Mulgrave),Kerbside,Mulgrave,3170.0,Melbourne,Monash,Greater Metro,-37.911851,145.159907
25632,13679,Clunies Ross Cres,Clunies Ross Cres/Springvale Rd (Mulgrave),Kerbside,Mulgrave,3170.0,Melbourne,Monash,Greater Metro,-37.916398,145.159095
25633,13680,Wellington Rd,Wellington Rd/Springvale Rd (Mulgrave),Bus Bay,Mulgrave,3170.0,Melbourne,Monash,Greater Metro,-37.920472,145.15848799999998
25634,13681,Mackie Rd,Mackie Rd/Springvale Rd (Mulgrave),Bus Bay,Mulgrave,3170.0,Melbourne,Monash,Greater Metro,-37.924901,145.157466
25636,13771,Bolwarra Street,Bolwarra St/Euroka St (Chadstone),Kerbside,Chadstone,3148.0,Melbourne,Monash,Greater Metro,-37.879335,145.100494
25649,51248,Jacinta Dr,Jacinta Dr/Duff St (Cranbourne West),Kerbside,Cranbourne West,3977.0,Melbourne,Casey,Greater Metro,-38.102221,145.254874
25650,51249,Willora Cr,Willora Cres/Duff St (Cranbourne West),Kerbside,Cranbourne West,3977.0,Melbourne,Casey,Greater Metro,-38.10239,145.25551000000002
25651,51250,J & P Cam Reserve,J & P Cam Reserve/Duff St (Cranbourne),Kerbside,Cranbourne,3977.0,Melbourne,Casey,Greater Metro,-38.10133,145.27185
25652,51277,South Gippsland Hwy,Lynbrook Village SC/Lynbrook Bvd (Lynbrook),Kerbside,Lynbrook,3975.0,Melbourne,Casey,Greater Metro,-38.05012,145.25843999999998
25653,51278,Hallam Rd,Hallam Rd/Lynbrook Bvd (Lynbrook),Kerbside,Lynbrook,3975.0,Melbourne,Casey,Greater Metro,-38.04765,145.26338
25656,51283,Narre Warren-Cranbourne Rd,Narre Warren-Cranbourne Rd/Linsell Bvd (Cranbourne East),Kerbside,Cranbourne East,3977.0,Melbourne,Casey,Greater Metro,-38.09892,145.29435
25659,51286,Calabrese Cct,Calabrese Cct/Selandra Bvd (Clyde North),Kerbside,Clyde North,3978.0,Melbourne,Casey,Greater Metro,-38.107296999999996,145.324609
25662,51289,Hilltop Park,Hilltop Park/Heather Gr (Clyde North),Kerbside,Clyde North,3978.0,Melbourne,Casey,Greater Metro,-38.11054,145.32662
25666,51294,Cranbourne Park SC,Cranbourne Park SC/High St (Cranbourne),Kerbside,Cranbourne,3977.0,Melbourne,Casey,Greater Metro,-38.10883,145.28329
25667,51296,Princes Hwy,Princes Hwy/Belgrave-Hallam Rd (Hallam),Kerbside,Hallam,3803.0,Melbourne,Casey,Greater Metro,-38.00533,145.27368
25673,51302,Alisma Bvd,Alisma Bvd/Mountainview Bvd (Cranbourne North),Kerbside,Cranbourne North,3977.0,Melbourne,Casey,Greater Metro,-38.078559999999996,145.3233
25675,51310,Discovery Av,Discovery Ave/William Thwaites Bvd (Cranbourne North),Kerbside,Cranbourne North,3977.0,Melbourne,Casey,Greater Metro,-38.073325,145.31564
25680,2219,Mickle Street,Mickle St/Hammond Rd (Dandenong South),Kerbside,Dandenong South,3175.0,Melbourne,Greater Dandenong,Greater Metro,-38.02957,145.2025
25681,2220,Superior Drive,Superior Dr/Hammond Rd (Dandenong South),Kerbside,Dandenong South,3175.0,Melbourne,Greater Dandenong,Greater Metro,-38.03167,145.20209599999998
25682,2223,Dandenong Market,Dandenong Market/Cleeland St (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.983529,145.214754
25683,2224,Cleeland Street Medical Centre,Cleeland Street Medical Centre/Cleeland St (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.981253,145.215151
25684,2225,Ann Street,Ann St/Cleeland St (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.979346,145.215518
25685,2226,Dandenong Hospital,Dandenong Hospital/Cleeland St (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.97737,145.215887
25686,2227,Oswald Street,Oswald St/Cleeland St (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.974585,145.216441
25692,2293,Capes Court,Capes Ct/Woolnough Dr (Mill Park),Kerbside,Mill Park,3082.0,Melbourne,Whittlesea,Greater Metro,-37.660385,145.038842
25694,2297,Golf Links Drive,Golf Links Dr/Prince Of Wales Ave (Mill Park),Kerbside,Mill Park,3082.0,Melbourne,Whittlesea,Greater Metro,-37.659481,145.045998
25698,2301,Prince Of Wales Avenue,Prince Of Wales Ave/Pindari Ave (Mill Park),Kerbside,Mill Park,3082.0,Melbourne,Whittlesea,Greater Metro,-37.6529,145.05076
25699,2302,Romano Avenue,Romano Ave/Romano Ave (Mill Park),Kerbside,Mill Park,3082.0,Melbourne,Whittlesea,Greater Metro,-37.65359,145.05234
25700,2303,Oasis Pool,Oasis Pool/Cleeland St (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.970952000000004,145.217117
25709,2318,Cuthbert Drive,Cuthbert Dr/Roycroft Ave (Mill Park),Kerbside,Mill Park,3082.0,Melbourne,Whittlesea,Greater Metro,-37.667353999999996,145.05149
25710,2319,Konrads Crescent,Konrads Cres/Roycroft Ave (Mill Park),Kerbside,Mill Park,3082.0,Melbourne,Whittlesea,Greater Metro,-37.667689,145.047999
25711,2320,Sycamore Street,Sycamore St/Roycroft Ave (Mill Park),Kerbside,Mill Park,3082.0,Melbourne,Whittlesea,Greater Metro,-37.670171,145.046884
25719,2801,The Parkway,The Parkway/Wells Rd (Patterson Lakes),Bus Bay,Patterson Lakes,3197.0,Melbourne,Kingston,Greater Metro,-38.053886,145.144508
25727,2821,Koonung Road,Koonung Rd/Springfield Rd (Blackburn North),Bus Bay,Blackburn North,3130.0,Melbourne,Whitehorse,Greater Metro,-37.810398,145.15268
25729,2849,Glen Street,Glen St/Marchiori Rd (Blackburn North),Kerbside,Blackburn North,3130.0,Melbourne,Whitehorse,Greater Metro,-37.809713,145.164159
25732,2881,Timms Crescent,Timms Cres/Howard Rd (Dingley Village),Kerbside,Dingley Village,3172.0,Melbourne,Kingston,Greater Metro,-37.981199,145.121574
25734,2883,Centre Dandenong Road,Centre Dandenong Rd/Howard Rd (Dingley Village),Kerbside,Dingley Village,3172.0,Melbourne,Kingston,Greater Metro,-37.976607,145.12248
25735,2884,Howard Road,Howard Rd/Centre Dandenong Rd (Dingley Village),Kerbside,Dingley Village,3172.0,Melbourne,Kingston,Greater Metro,-37.976209999999995,145.12296
